order_id,order_date,ship_mode_key,customer_key,location_key,product_key,sales,quantity,discount,profit
CA-2017-157749,6/4/2017 12:00:00 AM,2,435,347,1680,31.98,2,0.2,11.19
CA-2017-157749,6/4/2017 12:00:00 AM,2,435,347,345,177.22,5,0.5,-120.51
CA-2017-157749,6/4/2017 12:00:00 AM,2,435,347,227,4.04,3,0.6,-2.83
CA-2017-157749,6/4/2017 12:00:00 AM,2,435,347,626,7.41,2,0.2,1.2
CA-2015-131926,6/1/2015 12:00:00 AM,2,243,303,119,2001.86,7,0,580.54
CA-2015-131926,6/1/2015 12:00:00 AM,2,243,303,1363,166.72,2,0,41.68
CA-2015-131926,6/1/2015 12:00:00 AM,2,243,303,1250,47.88,6,0,23.94
CA-2015-131926,6/1/2015 12:00:00 AM,2,243,303,440,1503.25,5,0,496.07
CA-2015-131926,6/1/2015 12:00:00 AM,2,243,303,1018,25.92,4,0,12.44
US-2016-159982,11/28/2016 12:00:00 AM,1,236,348,227,12.13,9,0.6,-8.49
US-2016-159982,11/28/2016 12:00:00 AM,1,236,348,1416,82.37,2,0.2,-19.56
US-2016-159982,11/28/2016 12:00:00 AM,1,236,348,1351,53.92,5,0.2,4.04
US-2016-159982,11/28/2016 12:00:00 AM,1,236,348,1734,647.9,6,0.2,56.69
US-2018-155299,6/8/2018 12:00:00 AM,1,223,430,419,1.62,2,0.8,-4.47
US-2015-106992,9/19/2015 12:00:00 AM,2,667,423,1625,3059.98,3,0.4,-510
US-2015-106992,9/19/2015 12:00:00 AM,2,667,423,1660,2519.96,7,0.4,-252
CA-2017-125318,6/6/2017 12:00:00 AM,1,629,347,1723,328.22,4,0.2,28.72
US-2016-161991,9/26/2016 12:00:00 AM,2,679,425,844,2.08,5,0.8,-3.43
US-2016-161991,9/26/2016 12:00:00 AM,2,679,425,1740,1114.4,7,0.2,376.11
US-2018-152380,11/19/2018 12:00:00 AM,1,371,348,344,219.08,3,0.5,-131.45
CA-2015-130960,12/30/2015 12:00:00 AM,1,419,264,591,9.84,3,0,2.85
US-2016-120712,12/20/2016 12:00:00 AM,1,175,451,1295,88.8,4,0.2,-2.22
CA-2018-104745,5/29/2018 12:00:00 AM,1,313,447,1151,25.92,5,0.2,9.4
CA-2018-104745,5/29/2018 12:00:00 AM,1,313,447,1361,53.42,3,0.2,4.67
US-2017-134656,9/28/2017 12:00:00 AM,3,528,357,1201,99.14,4,0.2,30.98
CA-2016-130792,4/28/2016 12:00:00 AM,1,619,426,391,8.65,3,0.8,-20.33
CA-2016-130792,4/28/2016 12:00:00 AM,1,619,426,1391,23.83,3,0.2,2.68
CA-2016-130792,4/28/2016 12:00:00 AM,1,619,426,651,12.18,4,0.8,-18.87
CA-2016-125395,6/26/2016 12:00:00 AM,2,448,264,1592,41.9,2,0,8.8
US-2015-134971,6/7/2015 12:00:00 AM,2,100,352,799,12.46,3,0.8,-20.56
CA-2016-122259,10/31/2016 12:00:00 AM,1,331,278,1442,70.12,4,0,21.04
CA-2017-108987,9/8/2017 12:00:00 AM,2,25,423,1350,35.95,3,0.2,3.6
CA-2017-108987,9/8/2017 12:00:00 AM,2,25,423,49,2396.27,4,0.32,-317.15
CA-2017-108987,9/8/2017 12:00:00 AM,2,25,423,1324,131.14,4,0.2,-32.78
CA-2017-108987,9/8/2017 12:00:00 AM,2,25,423,1462,57.58,2,0.2,0.72
CA-2018-149160,11/23/2018 12:00:00 AM,2,391,267,255,28.4,2,0,11.08
CA-2018-149160,11/23/2018 12:00:00 AM,2,391,267,697,287.92,8,0,138.2
CA-2018-152275,10/1/2018 12:00:00 AM,1,432,442,481,6.67,6,0.2,0.5
CA-2017-147375,6/12/2017 12:00:00 AM,2,605,348,1650,1007.98,3,0.3,43.2
CA-2017-147375,6/12/2017 12:00:00 AM,2,605,348,1145,313.49,7,0.2,113.64
CA-2018-130043,9/15/2018 12:00:00 AM,1,66,425,1159,31.87,8,0.2,11.55
CA-2017-115756,9/5/2017 12:00:00 AM,2,598,269,147,12.22,1,0,3.67
CA-2017-115756,9/5/2017 12:00:00 AM,2,598,269,1293,194.94,3,0,23.39
CA-2017-115756,9/5/2017 12:00:00 AM,2,598,269,1384,70.95,3,0,20.58
CA-2017-115756,9/5/2017 12:00:00 AM,2,598,269,1158,91.36,4,0,42.03
CA-2017-115756,9/5/2017 12:00:00 AM,2,598,269,91,242.94,3,0,29.15
CA-2017-115756,9/5/2017 12:00:00 AM,2,598,269,963,22.05,7,0,10.58
CA-2018-154214,3/20/2018 12:00:00 AM,2,740,253,144,2.91,1,0,1.37
CA-2017-100153,12/13/2017 12:00:00 AM,1,432,392,1508,63.88,4,0,24.91
US-2017-157945,9/26/2017 12:00:00 AM,1,561,358,89,747.56,3,0.3,-96.11
US-2017-157945,9/26/2017 12:00:00 AM,1,561,358,858,8.93,2,0.2,3.35
US-2016-101399,1/17/2016 12:00:00 AM,1,409,329,241,254.74,7,0.6,-312.06
CA-2018-154907,3/31/2018 12:00:00 AM,1,239,452,24,205.33,2,0.32,-36.24
US-2017-100419,12/16/2017 12:00:00 AM,2,137,347,730,4.79,3,0.8,-7.9
CA-2015-154627,10/29/2015 12:00:00 AM,3,664,347,1721,2735.95,6,0.2,341.99
CA-2015-133753,6/9/2015 12:00:00 AM,2,186,428,1693,7.99,1,0.2,0.6
CA-2015-133753,6/9/2015 12:00:00 AM,2,186,428,1466,63.98,2,0.2,10.4
CA-2015-133753,6/9/2015 12:00:00 AM,2,186,428,537,70.37,2,0.2,6.16
CA-2018-135307,11/26/2018 12:00:00 AM,3,476,364,180,126.3,3,0,40.42
CA-2018-135307,11/26/2018 12:00:00 AM,3,476,364,1531,38.04,2,0,12.17
CA-2016-157812,3/22/2016 12:00:00 AM,1,193,424,1463,18.39,1,0.2,5.29
CA-2016-157812,3/22/2016 12:00:00 AM,1,193,424,1316,129.57,2,0.2,-25.91
CA-2016-157812,3/22/2016 12:00:00 AM,1,193,424,649,14.11,9,0.8,-21.17
CA-2018-145142,1/23/2018 12:00:00 AM,3,491,270,335,210.98,2,0,21.1
US-2018-122637,9/3/2018 12:00:00 AM,2,276,349,738,42.62,7,0.8,-68.19
CA-2015-140795,2/1/2015 12:00:00 AM,3,69,296,1496,468.9,6,0,206.32
CA-2015-103849,5/11/2015 12:00:00 AM,1,593,418,1498,58.11,2,0.2,7.26
CA-2015-103849,5/11/2015 12:00:00 AM,1,593,418,1781,100.79,1,0.2,6.3
CA-2015-103849,5/11/2015 12:00:00 AM,1,593,418,163,66.11,4,0.6,-84.29
CA-2016-113173,11/15/2016 12:00:00 AM,2,216,349,1307,250.27,9,0.2,15.64
CA-2016-113173,11/15/2016 12:00:00 AM,2,216,349,837,11.36,3,0.8,-17.05
CA-2016-113173,11/15/2016 12:00:00 AM,2,216,349,1435,8.72,5,0.2,-1.74
CA-2018-101945,11/24/2018 12:00:00 AM,1,312,425,939,10.82,3,0.2,2.57
CA-2018-118640,7/20/2018 12:00:00 AM,1,174,347,1383,69.71,2,0.2,8.71
CA-2018-118640,7/20/2018 12:00:00 AM,1,174,347,185,8.79,1,0.6,-5.71
CA-2015-135405,1/9/2015 12:00:00 AM,1,541,441,613,9.34,2,0.2,1.17
CA-2015-135405,1/9/2015 12:00:00 AM,1,541,441,1491,31.2,3,0.2,9.75
CA-2017-161816,4/28/2017 12:00:00 AM,3,554,411,1797,369.58,3,0.2,41.58
CA-2017-161816,4/28/2017 12:00:00 AM,3,554,411,1004,15.71,4,0.2,5.7
US-2015-111171,12/26/2015 12:00:00 AM,1,123,347,727,8.69,5,0.8,-14.77
CA-2016-138009,11/29/2016 12:00:00 AM,1,687,261,131,301.96,2,0,87.57
CA-2016-138009,11/29/2016 12:00:00 AM,1,687,261,381,555.21,5,0.1,178.9
CA-2016-138009,11/29/2016 12:00:00 AM,1,687,261,1333,523.48,4,0,130.87
CA-2016-138009,11/29/2016 12:00:00 AM,1,687,261,611,161.82,9,0,46.93
CA-2017-147067,12/18/2017 12:00:00 AM,1,353,310,164,18.84,3,0,6.03
CA-2018-106103,6/10/2018 12:00:00 AM,1,673,272,1570,132.52,4,0,54.33
CA-2018-126221,12/30/2018 12:00:00 AM,1,133,253,426,209.3,2,0,56.51
US-2017-156097,9/19/2017 12:00:00 AM,4,262,344,68,701.37,2,0.3,-50.1
US-2017-156097,9/19/2017 12:00:00 AM,4,262,344,833,2.31,2,0.8,-3.46
CA-2016-146563,8/24/2016 12:00:00 AM,1,126,414,1343,999.43,7,0.2,124.93
CA-2016-146563,8/24/2016 12:00:00 AM,1,126,414,1346,724.08,14,0.2,-135.77
CA-2016-146563,8/24/2016 12:00:00 AM,1,126,414,333,918.78,5,0.3,-118.13
CA-2016-146563,8/24/2016 12:00:00 AM,1,126,414,798,2.72,3,0.8,-4.22
CA-2018-132682,6/8/2018 12:00:00 AM,2,752,408,1449,23.76,3,0.2,2.08
CA-2018-132682,6/8/2018 12:00:00 AM,2,752,408,1049,85.06,3,0.2,28.71
CA-2018-132682,6/8/2018 12:00:00 AM,2,752,408,1828,381.58,3,0.2,28.62
US-2018-106663,6/9/2018 12:00:00 AM,1,531,349,236,23.98,3,0.6,-14.39
US-2018-106663,6/9/2018 12:00:00 AM,1,531,349,322,108.92,1,0.5,-71.89
US-2018-106663,6/9/2018 12:00:00 AM,1,531,349,1169,36.35,8,0.2,11.36
CA-2018-111178,6/15/2018 12:00:00 AM,1,747,357,538,19.56,5,0.2,1.71
CA-2018-130351,12/5/2018 12:00:00 AM,3,625,253,466,61.44,3,0,16.59
CA-2018-130351,12/5/2018 12:00:00 AM,3,625,253,1155,38.9,5,0,17.5
CA-2018-130351,12/5/2018 12:00:00 AM,3,625,253,1570,99.39,3,0,40.75
US-2018-119438,3/18/2018 12:00:00 AM,1,140,413,392,2.69,3,0.8,-7.39
US-2018-119438,3/18/2018 12:00:00 AM,1,140,413,1566,27.82,3,0.2,4.52
US-2018-119438,3/18/2018 12:00:00 AM,1,140,413,262,82.52,3,0.6,-41.26
US-2018-119438,3/18/2018 12:00:00 AM,1,140,413,832,182.99,3,0.8,-320.24
CA-2017-142335,12/15/2017 12:00:00 AM,1,534,268,319,1652.94,3,0,231.41
CA-2017-142335,12/15/2017 12:00:00 AM,1,534,268,1291,296.37,3,0,80.02
CA-2018-144113,9/16/2018 12:00:00 AM,1,361,451,855,17.57,2,0.2,6.37
CA-2018-144113,9/16/2018 12:00:00 AM,1,361,451,1758,55.99,1,0.2,5.6
CA-2015-112326,1/4/2015 12:00:00 AM,1,606,345,988,11.78,3,0.2,4.27
CA-2015-112326,1/4/2015 12:00:00 AM,1,606,345,1379,272.74,3,0.2,-64.77
CA-2015-112326,1/4/2015 12:00:00 AM,1,606,345,805,3.54,2,0.8,-5.49
US-2017-146710,8/27/2017 12:00:00 AM,1,718,412,1452,51.52,5,0.2,-10.95
US-2017-146710,8/27/2017 12:00:00 AM,1,718,412,1179,3.53,1,0.2,1.15
US-2017-146710,8/27/2017 12:00:00 AM,1,718,412,1287,4.62,1,0.2,1.68
US-2017-146710,8/27/2017 12:00:00 AM,1,718,412,1450,55.17,4,0.2,6.21
CA-2017-150889,3/20/2017 12:00:00 AM,2,584,337,1679,11.99,1,0.2,0.9
CA-2018-126074,10/2/2018 12:00:00 AM,1,641,265,779,58.05,3,0,26.7
CA-2018-126074,10/2/2018 12:00:00 AM,1,641,265,263,157.74,11,0,56.79
CA-2018-126074,10/2/2018 12:00:00 AM,1,641,265,583,56.98,7,0,22.79
CA-2018-126074,10/2/2018 12:00:00 AM,1,641,265,659,2.88,1,0,1.41
CA-2015-106803,12/29/2015 12:00:00 AM,1,201,302,1371,24.56,2,0,6.88
CA-2015-106803,12/29/2015 12:00:00 AM,1,201,302,1492,119.8,4,0,47.92
CA-2018-133333,9/18/2018 12:00:00 AM,1,81,296,1169,22.72,4,0,10.22
CA-2018-104220,1/30/2018 12:00:00 AM,1,117,281,675,18.28,2,0,9.14
CA-2018-104220,1/30/2018 12:00:00 AM,1,117,281,1848,207,3,0,51.75
CA-2018-104220,1/30/2018 12:00:00 AM,1,117,281,650,32.35,5,0,16.18
CA-2018-104220,1/30/2018 12:00:00 AM,1,117,281,795,7.71,1,0,3.47
CA-2018-104220,1/30/2018 12:00:00 AM,1,117,281,625,40.3,2,0,10.88
CA-2018-104220,1/30/2018 12:00:00 AM,1,117,281,232,34.58,7,0,14.52
CA-2018-151428,9/21/2018 12:00:00 AM,1,643,312,659,20.16,7,0,9.88
CA-2016-140921,2/3/2016 12:00:00 AM,3,2,374,255,28.4,2,0,11.08
CA-2016-140921,2/3/2016 12:00:00 AM,3,2,374,1600,149.97,3,0,50.99
CA-2016-106565,3/20/2016 12:00:00 AM,3,119,293,1018,51.84,8,0,24.88
CA-2018-126956,8/21/2018 12:00:00 AM,1,312,303,922,35,7,0,16.8
CA-2018-126956,8/21/2018 12:00:00 AM,1,312,303,1423,37.24,4,0,10.8
CA-2018-126956,8/21/2018 12:00:00 AM,1,312,303,896,15.28,2,0,7.49
US-2015-115987,9/8/2015 12:00:00 AM,2,463,413,676,51.18,4,0.8,-79.34
US-2017-137547,3/7/2017 12:00:00 AM,1,247,418,1767,21.07,3,0.2,1.58
CA-2017-165148,10/22/2017 12:00:00 AM,3,601,269,164,31.4,5,0,10.05
CA-2018-133256,6/26/2018 12:00:00 AM,3,753,269,1115,4.54,1,0,2.04
CA-2018-133256,6/26/2018 12:00:00 AM,3,753,269,571,15.92,4,0,5.41
CA-2018-133256,6/26/2018 12:00:00 AM,3,753,269,1784,543.92,8,0,135.98
CA-2017-140634,10/3/2017 12:00:00 AM,2,328,426,853,15.65,2,0.2,5.09
CA-2015-144407,9/9/2015 12:00:00 AM,1,537,269,997,103.6,7,0,51.8
CA-2018-150959,11/11/2018 12:00:00 AM,3,747,403,958,10.44,5,0.2,3.39
CA-2018-150959,11/11/2018 12:00:00 AM,3,747,403,694,18.34,4,0.8,-32.09
CA-2018-132353,9/15/2018 12:00:00 AM,3,191,349,1845,323.98,3,0.2,20.25
CA-2018-137596,9/2/2018 12:00:00 AM,1,76,278,1727,1199.8,4,0,323.95
CA-2018-137596,9/2/2018 12:00:00 AM,1,76,278,1591,1928.78,7,0,829.38
CA-2018-137596,9/2/2018 12:00:00 AM,1,76,278,1404,352.38,2,0,81.05
CA-2018-102519,11/27/2018 12:00:00 AM,3,93,293,291,46.94,1,0,19.25
CA-2018-102519,11/27/2018 12:00:00 AM,3,93,293,1508,143.73,9,0,56.05
US-2015-141215,6/15/2015 12:00:00 AM,1,434,442,328,99.92,2,0.3,-18.56
US-2015-141215,6/15/2015 12:00:00 AM,1,434,442,105,797.94,4,0.3,-57
US-2015-141215,6/15/2015 12:00:00 AM,1,434,442,745,8.57,3,0.8,-14.57
CA-2017-165218,3/5/2017 12:00:00 AM,1,662,412,847,149.35,3,0.2,50.41
CA-2017-165218,3/5/2017 12:00:00 AM,1,662,412,1349,12.99,1,0.2,-0.81
CA-2018-136539,12/28/2018 12:00:00 AM,1,302,449,540,27.17,2,0.2,2.72
CA-2018-136539,12/28/2018 12:00:00 AM,1,302,449,48,78.85,2,0.32,-11.6
CA-2018-159366,1/7/2018 12:00:00 AM,3,119,268,1625,3059.98,2,0.1,680
CA-2016-157035,12/9/2016 12:00:00 AM,3,419,253,1254,34.02,3,0,16.67
CA-2018-100314,9/29/2018 12:00:00 AM,1,58,430,966,7.97,2,0.2,2.59
CA-2018-100314,9/29/2018 12:00:00 AM,1,58,430,848,27.97,4,0.2,9.44
CA-2018-100314,9/29/2018 12:00:00 AM,1,58,430,1652,336.51,3,0.4,44.87
CA-2016-146829,3/10/2016 12:00:00 AM,4,764,424,803,1.11,2,0.8,-1.89
US-2018-106705,12/26/2018 12:00:00 AM,1,603,288,1107,44.75,5,0,20.58
CA-2018-135034,8/1/2018 12:00:00 AM,3,60,349,1824,95.98,2,0.2,6
CA-2017-113061,4/22/2017 12:00:00 AM,1,267,365,281,86.62,2,0,8.66
CA-2017-127670,3/20/2017 12:00:00 AM,1,633,362,326,697.16,4,0,146.4
CA-2018-115651,7/9/2018 12:00:00 AM,3,577,347,506,8.84,5,0.2,2.98
CA-2018-115651,7/9/2018 12:00:00 AM,3,577,347,378,58.46,9,0.8,-146.16
CA-2018-152702,10/12/2018 12:00:00 AM,1,705,351,86,254.6,14,0.3,-18.19
US-2016-125374,3/23/2016 12:00:00 AM,1,352,426,106,107.77,2,0.3,-29.25
US-2018-139955,9/28/2018 12:00:00 AM,2,158,445,1435,1.74,1,0.2,-0.35
CA-2017-161781,9/29/2017 12:00:00 AM,3,129,253,479,40.88,7,0,10.63
CA-2016-110016,11/29/2016 12:00:00 AM,1,112,269,1043,19.92,4,0,9.36
CA-2016-110016,11/29/2016 12:00:00 AM,1,112,269,98,1106.91,9,0,121.76
CA-2017-167584,8/12/2017 12:00:00 AM,4,451,281,1016,6.48,1,0,3.11
US-2018-145863,4/21/2018 12:00:00 AM,1,654,424,808,2.69,3,0.8,-4.71
US-2018-145863,4/21/2018 12:00:00 AM,1,654,424,723,2.93,3,0.8,-4.99
US-2017-110156,11/19/2017 12:00:00 AM,1,259,424,1311,100.7,6,0.2,-16.36
US-2017-110156,11/19/2017 12:00:00 AM,1,259,424,144,2.33,2,0.6,-0.76
US-2017-110156,11/19/2017 12:00:00 AM,1,259,424,784,10.78,5,0.8,-17.25
US-2017-110156,11/19/2017 12:00:00 AM,1,259,424,937,58.37,12,0.2,21.89
US-2017-110156,11/19/2017 12:00:00 AM,1,259,424,888,40.97,3,0.2,13.83
US-2017-110156,11/19/2017 12:00:00 AM,1,259,424,1815,71.96,5,0.2,25.19
US-2017-110156,11/19/2017 12:00:00 AM,1,259,424,1280,10.37,2,0.2,3.63
US-2017-110156,11/19/2017 12:00:00 AM,1,259,424,744,1.19,2,0.8,-2.03
CA-2016-105970,3/2/2016 12:00:00 AM,1,582,255,570,10.16,1,0,2.64
CA-2016-105970,3/2/2016 12:00:00 AM,1,582,255,862,101.88,6,0,50.94
CA-2017-152170,11/12/2017 12:00:00 AM,2,284,247,874,287.52,8,0,129.38
CA-2017-152170,11/12/2017 12:00:00 AM,2,284,247,423,37.68,2,0,10.55
CA-2017-152170,11/12/2017 12:00:00 AM,2,284,247,1125,19.98,2,0,8.99
CA-2017-152170,11/12/2017 12:00:00 AM,2,284,247,579,20.58,7,0,5.56
CA-2017-152170,11/12/2017 12:00:00 AM,2,284,247,725,17.38,2,0,8.69
CA-2016-112452,4/4/2016 12:00:00 AM,4,555,277,454,644.08,2,0.1,107.35
CA-2016-112452,4/4/2016 12:00:00 AM,4,555,277,911,5.84,2,0,2.63
CA-2016-112452,4/4/2016 12:00:00 AM,4,555,277,771,12.76,2,0,5.87
CA-2016-112452,4/4/2016 12:00:00 AM,4,555,277,1690,10.95,1,0,0.44
CA-2016-112452,4/4/2016 12:00:00 AM,4,555,277,1614,599.98,2,0,209.99
CA-2018-147039,6/29/2018 12:00:00 AM,1,1,310,388,362.94,3,0,90.74
CA-2018-147039,6/29/2018 12:00:00 AM,1,1,310,833,11.54,2,0,5.77
CA-2015-117709,5/4/2015 12:00:00 AM,1,600,278,690,46.8,4,0,21.06
US-2015-100279,3/10/2015 12:00:00 AM,1,726,259,1164,22.38,2,0,10.74
US-2016-104430,10/22/2016 12:00:00 AM,1,478,353,650,5.18,4,0.8,-7.76
CA-2017-168081,4/24/2017 12:00:00 AM,2,122,425,1554,258.7,3,0.2,64.67
CA-2017-130946,4/8/2017 12:00:00 AM,1,792,424,1513,431.93,9,0.2,64.79
CA-2017-130946,4/8/2017 12:00:00 AM,1,792,424,126,95.98,4,0.3,-4.11
CA-2017-130946,4/8/2017 12:00:00 AM,1,792,424,846,1088.79,4,0.8,-1850.95
CA-2016-154956,7/4/2016 12:00:00 AM,1,339,293,1835,1099.96,4,0,285.99
CA-2017-155992,10/1/2017 12:00:00 AM,3,131,247,1689,69.9,2,0,18.87
CA-2017-155992,10/1/2017 12:00:00 AM,3,131,247,269,41.85,5,0,10.88
US-2017-103646,4/21/2017 12:00:00 AM,1,707,348,1305,102.34,4,0.2,-12.79
US-2017-103646,4/21/2017 12:00:00 AM,1,707,348,465,48.79,3,0.8,-126.86
US-2017-103646,4/21/2017 12:00:00 AM,1,707,348,754,44.85,8,0.8,-67.27
CA-2017-119186,5/26/2017 12:00:00 AM,4,539,418,1275,10.37,2,0.2,3.63
CA-2017-119186,5/26/2017 12:00:00 AM,4,539,418,79,388.43,5,0.3,-88.78
CA-2017-119186,5/26/2017 12:00:00 AM,4,539,418,1247,14.35,3,0.2,5.2
